Gm,Tm,H_A,Opp,Result,R,RA,Inn,GB,D/N,Orig_Scheduled,Year,home_team,away_team,home_score,away_score,month,day,date
117,COL,H,ARI,L,4,7,NA,30.0,D,NA,2022,COL,ARI,4,7,8,14,2022-08-14
118,COL,A,STL,L-wo,4,5,NA,30.5,N,NA,2022,STL,COL,5,4,8,16,2022-08-16
119,COL,A,STL,L,1,5,NA,31.5,N,NA,2022,STL,COL,5,1,8,17,2022-08-17
120,COL,A,STL,L,0,13,NA,31.5,D,NA,2022,STL,COL,13,0,8,18,2022-08-18
121,COL,H,SFG,W,7,4,NA,31.5,N,NA,2022,COL,SFG,7,4,8,19,2022-08-19
122,COL,H,SFG,W-wo,4,3,10,31.5,N,NA,2022,COL,SFG,4,3,8,20,2022-08-20
123,COL,H,SFG,L,8,9,11,32.5,D,NA,2022,COL,SFG,8,9,8,21,2022-08-21
124,COL,H,TEX,W,7,6,NA,32.0,N,NA,2022,COL,TEX,7,6,8,23,2022-08-23
125,COL,H,TEX,L,4,16,NA,33.0,D,NA,2022,COL,TEX,4,16,8,24,2022-08-24
126,COL,A,NYM,L,1,3,NA,33.5,N,NA,2022,NYM,COL,3,1,8,25,2022-08-25
127,COL,A,NYM,L-wo,6,7,NA,34.5,N,NA,2022,NYM,COL,7,6,8,26,2022-08-26
128,COL,A,NYM,L,0,3,NA,34.5,N,NA,2022,NYM,COL,3,0,8,27,2022-08-27
129,COL,A,NYM,W,1,0,NA,34.5,D,NA,2022,NYM,COL,0,1,8,28,2022-08-28
130,COL,A,ATL,W,3,2,NA,35.0,N,NA,2022,ATL,COL,2,3,8,30,2022-08-30
131,COL,A,ATL,L,2,3,NA,35.0,N,NA,2022,ATL,COL,3,2,8,31,2022-08-31
132,COL,A,ATL,L,0,3,NA,35.0,N,NA,2022,ATL,COL,3,0,9,1,2022-09-01
133,COL,A,CIN,L-wo,2,3,NA,35.0,N,NA,2022,CIN,COL,3,2,9,2,2022-09-02
134,COL,A,CIN,W,8,4,NA,36.0,D,NA,2022,CIN,COL,4,8,9,4,2022-09-04
135,COL,A,CIN,L,0,10,NA,36.0,D,NA,2022,CIN,COL,10,0,9,4,2022-09-04
136,COL,H,MIL,L,4,6,NA,36.0,D,NA,2022,COL,MIL,4,6,9,5,2022-09-05
137,COL,H,MIL,W-wo,10,7,10,36.0,N,NA,2022,COL,MIL,10,7,9,6,2022-09-06
138,COL,H,MIL,W,8,4,NA,36.0,D,NA,2022,COL,MIL,8,4,9,7,2022-09-07
139,COL,H,ARI,W-wo,13,10,NA,35.0,N,NA,2022,COL,ARI,13,10,9,9,2022-09-09
140,COL,H,ARI,W,4,1,NA,35.0,N,NA,2022,COL,ARI,4,1,9,10,2022-09-10
141,COL,H,ARI,L,6,12,NA,36.0,D,NA,2022,COL,ARI,6,12,9,11,2022-09-11
142,COL,A,CHW,L,2,4,NA,37.5,N,NA,2022,CHW,COL,4,2,9,13,2022-09-13
143,COL,A,CHW,W,3,0,NA,36.5,D,NA,2022,CHW,COL,0,3,9,14,2022-09-14
144,COL,A,CHC,L,1,2,NA,37.5,D,NA,2022,CHC,COL,2,1,9,16,2022-09-16
145,COL,A,CHC,W,3,1,NA,37.5,D,NA,2022,CHC,COL,1,3,9,17,2022-09-17
146,COL,A,CHC,W,4,3,NA,37.5,D,NA,2022,CHC,COL,3,4,9,18,2022-09-18
147,COL,H,SFG,L,7,10,10,38.5,N,NA,2022,COL,SFG,7,10,9,19,2022-09-19
148,COL,H,SFG,L,3,6,NA,39.0,N,NA,2022,COL,SFG,3,6,9,20,2022-09-20
149,COL,H,SFG,L,1,6,NA,39.0,N,NA,2022,COL,SFG,1,6,9,21,2022-09-21
150,COL,H,SFG,L,0,3,NA,40.0,D,NA,2022,COL,SFG,0,3,9,22,2022-09-22
151,COL,H,SDP,W-wo,4,3,10,39.0,N,NA,2022,COL,SDP,4,3,9,23,2022-09-23
152,COL,H,SDP,L,3,9,NA,40.0,N,NA,2022,COL,SDP,3,9,9,24,2022-09-24
153,COL,H,SDP,L,6,13,NA,41.0,D,NA,2022,COL,SDP,6,13,9,25,2022-09-25
154,COL,A,SFG,L,2,5,NA,41.0,N,NA,2022,SFG,COL,5,2,9,27,2022-09-27
155,COL,A,SFG,L,3,6,NA,42.0,N,NA,2022,SFG,COL,6,3,9,28,2022-09-28
156,COL,A,SFG,L,4,6,NA,43.0,N,NA,2022,SFG,COL,6,4,9,29,2022-09-29
157,COL,A,LAD,L,1,10,NA,44.0,N,NA,2022,LAD,COL,10,1,9,30,2022-09-30
158,COL,A,LAD,L,4,6,NA,45.0,N,NA,2022,LAD,COL,6,4,10,1,2022-10-01
159,COL,A,LAD,W,4,1,NA,44.0,D,NA,2022,LAD,COL,1,4,10,2,2022-10-02
160,COL,A,LAD,W,2,1,NA,43.0,N,NA,2022,LAD,COL,1,2,10,3,2022-10-03
161,COL,A,LAD,W,5,2,NA,42.0,N,NA,2022,LAD,COL,2,5,10,4,2022-10-04
162,COL,A,LAD,L,1,6,NA,43.0,D,NA,2022,LAD,COL,6,1,10,5,2022-10-05
1,DET,H,CHW,W-wo,5,4,NA,Tied,D,NA,2022,DET,CHW,5,4,4,8,2022-04-08
2,DET,H,CHW,L,2,5,NA,1.0,D,NA,2022,DET,CHW,2,5,4,9,2022-04-09
3,DET,H,CHW,L,1,10,NA,1.0,D,NA,2022,DET,CHW,1,10,4,10,2022-04-10
4,DET,H,BOS,W,3,1,NA,0.5,N,NA,2022,DET,BOS,3,1,4,11,2022-04-11
5,DET,H,BOS,L,3,5,NA,1.5,D,NA,2022,DET,BOS,3,5,4,12,2022-04-12
6,DET,H,BOS,L,7,9,NA,2.5,D,NA,2022,DET,BOS,7,9,4,13,2022-04-13
7,DET,A,KCR,W,4,2,NA,1.5,N,NA,2022,KCR,DET,2,4,4,14,2022-04-14
8,DET,A,KCR,W,2,1,NA,1.5,N,NA,2022,KCR,DET,1,2,4,15,2022-04-15
9,DET,A,KCR,L,1,3,NA,2.5,D,NA,2022,KCR,DET,3,1,4,16,2022-04-16
10,DET,H,NYY,L,2,4,NA,2.5,N,NA,2022,DET,NYY,2,4,4,19,2022-04-19
11,DET,H,NYY,L,3,5,NA,2.0,N,NA,2022,DET,NYY,3,5,4,20,2022-04-20
12,DET,H,NYY,W,3,0,NA,2.0,D,NA,2022,DET,NYY,3,0,4,21,2022-04-21
13,DET,H,COL,W,13,0,NA,1.0,D,NA,2022,DET,COL,13,0,4,23,2022-04-23
14,DET,H,COL,L,2,3,NA,1.0,N,NA,2022,DET,COL,2,3,4,23,2022-04-23
15,DET,H,COL,L,2,6,NA,1.5,D,NA,2022,DET,COL,2,6,4,24,2022-04-24
16,DET,A,MIN,L-wo,4,5,NA,2.5,N,NA,2022,MIN,DET,5,4,4,26,2022-04-26
17,DET,A,MIN,L,0,5,NA,3.5,N,NA,2022,MIN,DET,5,0,4,27,2022-04-27
18,DET,A,MIN,L,1,7,NA,4.5,D,NA,2022,MIN,DET,7,1,4,28,2022-04-28
19,DET,A,LAD,L,1,5,NA,4.5,N,NA,2022,LAD,DET,5,1,4,29,2022-04-29
20,DET,A,LAD,W,5,1,NA,4.5,N,NA,2022,LAD,DET,1,5,4,30,2022-04-30
21,DET,A,LAD,L,3,6,NA,5.5,D,NA,2022,LAD,DET,6,3,5,1,2022-05-01
22,DET,H,PIT,W,3,2,NA,6.0,D,NA,2022,DET,PIT,3,2,5,4,2022-05-04
23,DET,H,PIT,L,2,7,NA,6.0,D,NA,2022,DET,PIT,2,7,5,4,2022-05-04
24,DET,A,HOU,L-wo,2,3,NA,6.0,N,NA,2022,HOU,DET,3,2,5,5,2022-05-05
25,DET,A,HOU,L,2,3,NA,7.0,N,NA,2022,HOU,DET,3,2,5,6,2022-05-06
26,DET,A,HOU,L,2,3,NA,8.0,D,NA,2022,HOU,DET,3,2,5,7,2022-05-07
27,DET,A,HOU,L,0,5,NA,9.0,D,NA,2022,HOU,DET,5,0,5,8,2022-05-08
28,DET,H,OAK,L,0,2,NA,9.5,N,NA,2022,DET,OAK,0,2,5,9,2022-05-09
29,DET,H,OAK,W,6,0,NA,9.0,D,NA,2022,DET,OAK,6,0,5,10,2022-05-10
30,DET,H,OAK,L,1,4,NA,9.0,D,NA,2022,DET,OAK,1,4,5,10,2022-05-10
31,DET,H,OAK,L,0,9,NA,9.0,N,NA,2022,DET,OAK,0,9,5,11,2022-05-11
32,DET,H,OAK,L,3,5,NA,9.0,D,NA,2022,DET,OAK,3,5,5,12,2022-05-12
33,DET,H,BAL,W,4,2,NA,9.0,N,NA,2022,DET,BAL,4,2,5,13,2022-05-13
34,DET,H,BAL,W,3,0,NA,8.0,D,NA,2022,DET,BAL,3,0,5,14,2022-05-14
35,DET,H,BAL,W,5,1,NA,8.0,D,NA,2022,DET,BAL,5,1,5,15,2022-05-15
36,DET,A,TBR,W,3,2,NA,8.0,N,NA,2022,TBR,DET,2,3,5,16,2022-05-16
37,DET,A,TBR,L,1,8,NA,8.0,N,NA,2022,TBR,DET,8,1,5,17,2022-05-17
38,DET,A,TBR,L,1,6,NA,9.0,D,NA,2022,TBR,DET,6,1,5,18,2022-05-18
39,DET,A,CLE,L,1,6,NA,10.0,N,NA,2022,CLE,DET,6,1,5,20,2022-05-20
40,DET,A,CLE,W,4,2,NA,10.5,D,NA,2022,CLE,DET,2,4,5,22,2022-05-22
41,DET,A,MIN,L-wo,4,5,NA,11.5,N,NA,2022,MIN,DET,5,4,5,23,2022-05-23
42,DET,A,MIN,L,0,2,NA,12.5,N,NA,2022,MIN,DET,2,0,5,24,2022-05-24
43,DET,A,MIN,W,4,2,10,11.5,D,NA,2022,MIN,DET,2,4,5,25,2022-05-25
44,DET,H,CLE,W-wo,4,3,NA,10.5,N,NA,2022,DET,CLE,4,3,5,26,2022-05-26
45,DET,H,CLE,L,1,8,NA,11.0,D,NA,2022,DET,CLE,1,8,5,28,2022-05-28
46,DET,H,CLE,W,2,1,NA,11.0,D,NA,2022,DET,CLE,2,1,5,29,2022-05-29
47,DET,H,MIN,W,7,5,NA,10.0,D,NA,2022,DET,MIN,7,5,5,30,2022-05-30
48,DET,H,MIN,L,2,8,NA,10.0,D,NA,2022,DET,MIN,2,8,5,31,2022-05-31
49,DET,H,MIN,W,4,0,NA,10.0,N,NA,2022,DET,MIN,4,0,5,31,2022-05-31
50,DET,H,MIN,W,5,0,NA,9.0,N,NA,2022,DET,MIN,5,0,6,1,2022-06-01
51,DET,H,MIN,W,3,2,NA,8.0,D,NA,2022,DET,MIN,3,2,6,2,2022-06-02
52,DET,A,NYY,L,0,13,NA,9.0,N,NA,2022,NYY,DET,13,0,6,3,2022-06-03
53,DET,A,NYY,L,0,3,NA,9.0,D,NA,2022,NYY,DET,3,0,6,4,2022-06-04
54,DET,A,NYY,L-wo,4,5,10,10.0,D,NA,2022,NYY,DET,5,4,6,5,2022-06-05
55,DET,A,PIT,W,5,3,NA,9.0,N,NA,2022,PIT,DET,3,5,6,7,2022-06-07
56,DET,A,PIT,W,3,1,NA,9.0,D,NA,2022,PIT,DET,1,3,6,8,2022-06-08
57,DET,H,TOR,L,1,10,NA,9.5,N,NA,2022,DET,TOR,1,10,6,10,2022-06-10
58,DET,H,TOR,W,3,1,NA,9.5,D,NA,2022,DET,TOR,3,1,6,11,2022-06-11
59,DET,H,TOR,L,0,6,NA,9.5,D,NA,2022,DET,TOR,0,6,6,12,2022-06-12
60,DET,H,CHW,L,5,9,NA,10.5,N,NA,2022,DET,CHW,5,9,6,13,2022-06-13
61,DET,H,CHW,L,1,5,NA,10.5,N,NA,2022,DET,CHW,1,5,6,14,2022-06-14
62,DET,H,CHW,L,0,13,NA,11.5,D,NA,2022,DET,CHW,0,13,6,15,2022-06-15
63,DET,H,TEX,L,1,3,NA,12.0,N,NA,2022,DET,TEX,1,3,6,16,2022-06-16
64,DET,H,TEX,L,0,7,NA,12.0,N,NA,2022,DET,TEX,0,7,6,17,2022-06-17
65,DET,H,TEX,W,14,7,NA,12.0,D,NA,2022,DET,TEX,14,7,6,18,2022-06-18
66,DET,H,TEX,W,7,3,NA,11.0,D,NA,2022,DET,TEX,7,3,6,19,2022-06-19
67,DET,A,BOS,L,2,5,NA,11.5,N,NA,2022,BOS,DET,5,2,6,20,2022-06-20
68,DET,A,BOS,L,4,5,NA,11.5,N,NA,2022,BOS,DET,5,4,6,21,2022-06-21
69,DET,A,BOS,L,2,6,NA,12.5,N,NA,2022,BOS,DET,6,2,6,22,2022-06-22
70,DET,A,ARI,W,5,1,NA,11.0,N,NA,2022,ARI,DET,1,5,6,24,2022-06-24
71,DET,A,ARI,W,6,3,NA,11.0,N,NA,2022,ARI,DET,3,6,6,25,2022-06-25
72,DET,A,ARI,L,7,11,NA,12.0,D,NA,2022,ARI,DET,11,7,6,26,2022-06-26
73,DET,A,SFG,L,3,4,NA,13.0,N,NA,2022,SFG,DET,4,3,6,28,2022-06-28
74,DET,A,SFG,W,3,2,NA,12.0,D,NA,2022,SFG,DET,2,3,6,29,2022-06-29
75,DET,H,KCR,L,1,3,NA,12.5,N,NA,2022,DET,KCR,1,3,7,1,2022-07-01
76,DET,H,KCR,W-wo,4,3,NA,12.5,D,NA,2022,DET,KCR,4,3,7,2,2022-07-02
77,DET,H,KCR,L,4,7,NA,12.5,D,NA,2022,DET,KCR,4,7,7,3,2022-07-03
78,DET,H,CLE,W,4,1,NA,12.0,D,NA,2022,DET,CLE,4,1,7,4,2022-07-04
79,DET,H,CLE,W,5,3,NA,12.0,N,NA,2022,DET,CLE,5,3,7,4,2022-07-04
80,DET,H,CLE,W,11,4,NA,12.0,N,NA,2022,DET,CLE,11,4,7,5,2022-07-05
81,DET,H,CLE,W,8,2,NA,11.0,D,NA,2022,DET,CLE,8,2,7,6,2022-07-06
82,DET,A,CHW,W,2,1,NA,10.5,N,NA,2022,CHW,DET,1,2,7,7,2022-07-07
83,DET,A,CHW,W,7,5,NA,9.5,N,NA,2022,CHW,DET,5,7,7,8,2022-07-08
84,DET,A,CHW,L,0,8,NA,9.5,D,NA,2022,CHW,DET,8,0,7,9,2022-07-09
85,DET,A,CHW,L,2,4,NA,10.5,D,NA,2022,CHW,DET,4,2,7,10,2022-07-10
86,DET,A,KCR,L,1,3,NA,11.5,D,NA,2022,KCR,DET,3,1,7,11,2022-07-11
87,DET,A,KCR,L,3,7,NA,11.5,N,NA,2022,KCR,DET,7,3,7,11,2022-07-11
88,DET,A,KCR,W,7,5,NA,10.5,N,NA,2022,KCR,DET,5,7,7,12,2022-07-12
89,DET,A,KCR,L,2,5,NA,11.5,D,NA,2022,KCR,DET,5,2,7,13,2022-07-13
90,DET,A,CLE,L,0,4,NA,11.5,N,NA,2022,CLE,DET,4,0,7,14,2022-07-14
91,DET,A,CLE,L,5,6,NA,11.5,N,NA,2022,CLE,DET,6,5,7,15,2022-07-15
92,DET,A,CLE,L,0,10,NA,12.5,D,NA,2022,CLE,DET,10,0,7,16,2022-07-16
93,DET,A,OAK,W,7,2,NA,12.0,D,NA,2022,OAK,DET,2,7,7,21,2022-07-21
94,DET,A,OAK,L,0,5,NA,12.0,D,NA,2022,OAK,DET,5,0,7,21,2022-07-21
95,DET,H,MIN,L,4,8,NA,13.0,N,NA,2022,DET,MIN,4,8,7,23,2022-07-23
96,DET,H,MIN,L,1,9,NA,14.0,D,NA,2022,DET,MIN,1,9,7,24,2022-07-24
97,DET,H,SDP,W,12,4,NA,13.5,N,NA,2022,DET,SDP,12,4,7,25,2022-07-25
98,DET,H,SDP,L,4,6,10,13.5,N,NA,2022,DET,SDP,4,6,7,26,2022-07-26
99,DET,H,SDP,W-wo,4,3,NA,12.5,D,NA,2022,DET,SDP,4,3,7,27,2022-07-27
100,DET,A,TOR,L,3,5,NA,13.0,N,NA,2022,TOR,DET,5,3,7,28,2022-07-28
101,DET,A,TOR,W,4,2,NA,12.0,N,NA,2022,TOR,DET,2,4,7,29,2022-07-29
102,DET,A,TOR,L,3,5,NA,13.0,D,NA,2022,TOR,DET,5,3,7,30,2022-07-30
103,DET,A,TOR,L,1,4,NA,13.0,D,NA,2022,TOR,DET,4,1,7,31,2022-07-31
104,DET,A,MIN,L-wo,3,5,10,14.0,N,NA,2022,MIN,DET,5,3,8,1,2022-08-01
105,DET,A,MIN,W,5,3,NA,13.0,N,NA,2022,MIN,DET,3,5,8,2,2022-08-02
106,DET,A,MIN,L,1,4,NA,14.0,D,NA,2022,MIN,DET,4,1,8,3,2022-08-03
107,DET,H,TBR,L,2,6,NA,14.0,N,NA,2022,DET,TBR,2,6,8,4,2022-08-04
108,DET,H,TBR,L,3,5,NA,15.0,N,NA,2022,DET,TBR,3,5,8,5,2022-08-05
109,DET,H,TBR,W,9,1,NA,15.0,N,NA,2022,DET,TBR,9,1,8,6,2022-08-06
110,DET,H,TBR,L,0,7,NA,15.0,D,NA,2022,DET,TBR,0,7,8,7,2022-08-07
111,DET,H,CLE,L,2,5,NA,15.0,N,NA,2022,DET,CLE,2,5,8,9,2022-08-09
112,DET,H,CLE,L,2,3,NA,16.0,N,NA,2022,DET,CLE,2,3,8,10,2022-08-10
113,DET,H,CLE,L,3,4,10,17.0,D,NA,2022,DET,CLE,3,4,8,11,2022-08-11
114,DET,A,CHW,L,0,2,NA,18.0,N,NA,2022,CHW,DET,2,0,8,12,2022-08-12
115,DET,A,CHW,L,4,6,NA,18.0,N,NA,2022,CHW,DET,6,4,8,13,2022-08-13
116,DET,A,CHW,L,3,5,NA,19.0,D,NA,2022,CHW,DET,5,3,8,14,2022-08-14
117,DET,A,CLE,L,1,4,NA,19.0,D,NA,2022,CLE,DET,4,1,8,15,2022-08-15
118,DET,A,CLE,W,7,5,NA,19.0,D,NA,2022,CLE,DET,5,7,8,15,2022-08-15
119,DET,A,CLE,W,4,3,NA,18.0,N,NA,2022,CLE,DET,3,4,8,16,2022-08-16
120,DET,A,CLE,L,4,8,NA,19.0,N,NA,2022,CLE,DET,8,4,8,17,2022-08-17
121,DET,H,LAA,L,0,1,NA,20.0,N,NA,2022,DET,LAA,0,1,8,19,2022-08-19
122,DET,H,LAA,W,4,3,NA,19.0,D,NA,2022,DET,LAA,4,3,8,20,2022-08-20
123,DET,H,LAA,W,4,0,NA,18.5,D,NA,2022,DET,LAA,4,0,8,21,2022-08-21
124,DET,H,SFG,L,1,3,NA,19.5,N,NA,2022,DET,SFG,1,3,8,23,2022-08-23
125,DET,H,SFG,W,6,1,NA,19.5,D,NA,2022,DET,SFG,6,1,8,24,2022-08-24
126,DET,A,TEX,L,6,7,NA,19.0,N,NA,2022,TEX,DET,7,6,8,26,2022-08-26
127,DET,A,TEX,W,11,2,NA,19.0,N,NA,2022,TEX,DET,2,11,8,27,2022-08-27
128,DET,A,TEX,W,9,8,NA,18.0,D,NA,2022,TEX,DET,8,9,8,28,2022-08-28
129,DET,H,SEA,L,3,9,NA,19.0,N,NA,2022,DET,SEA,3,9,8,30,2022-08-30
130,DET,H,SEA,L,3,5,NA,19.0,N,NA,2022,DET,SEA,3,5,8,31,2022-08-31
131,DET,H,SEA,L,0,7,NA,19.0,D,NA,2022,DET,SEA,0,7,9,1,2022-09-01
132,DET,H,KCR,W,5,4,NA,18.0,N,NA,2022,DET,KCR,5,4,9,2,2022-09-02
133,DET,H,KCR,L,2,12,NA,18.0,N,NA,2022,DET,KCR,2,12,9,3,2022-09-03
134,DET,H,KCR,L,2,3,NA,18.0,D,NA,2022,DET,KCR,2,3,9,4,2022-09-04
135,DET,A,LAA,L,0,10,NA,19.0,N,NA,2022,LAA,DET,10,0,9,5,2022-09-05
136,DET,A,LAA,L-wo,4,5,10,20.0,N,NA,2022,LAA,DET,5,4,9,6,2022-09-06
137,DET,A,LAA,W,5,4,NA,19.0,D,NA,2022,LAA,DET,4,5,9,7,2022-09-07
138,DET,A,KCR,W,10,2,NA,19.0,N,NA,2022,KCR,DET,2,10,9,9,2022-09-09
139,DET,A,KCR,W,8,4,8,19.0,D,NA,2022,KCR,DET,4,8,9,10,2022-09-10
140,DET,A,KCR,L,0,4,NA,20.0,D,NA,2022,KCR,DET,4,0,9,11,2022-09-11
141,DET,H,HOU,L,0,7,NA,21.0,N,NA,2022,DET,HOU,0,7,9,12,2022-09-12
142,DET,H,HOU,L,3,6,NA,22.0,N,NA,2022,DET,HOU,3,6,9,13,2022-09-13
143,DET,H,HOU,L,1,2,NA,23.0,D,NA,2022,DET,HOU,1,2,9,14,2022-09-14
144,DET,H,CHW,W-wo,3,2,10,22.5,N,NA,2022,DET,CHW,3,2,9,16,2022-09-16
145,DET,H,CHW,L,3,4,11,24.0,N,NA,2022,DET,CHW,3,4,9,17,2022-09-17
146,DET,H,CHW,L,5,11,NA,24.0,D,NA,2022,DET,CHW,5,11,9,18,2022-09-18
147,DET,A,BAL,W,11,0,NA,24.0,N,NA,2022,BAL,DET,0,11,9,19,2022-09-19
148,DET,A,BAL,W,3,2,NA,24.0,N,NA,2022,BAL,DET,2,3,9,20,2022-09-20
149,DET,A,BAL,L,1,8,NA,25.0,N,NA,2022,BAL,DET,8,1,9,21,2022-09-21
150,DET,A,CHW,W,5,3,NA,25.5,N,NA,2022,CHW,DET,3,5,9,23,2022-09-23
151,DET,A,CHW,W,7,2,NA,25.5,N,NA,2022,CHW,DET,2,7,9,24,2022-09-24
152,DET,A,CHW,W,4,1,NA,25.5,D,NA,2022,CHW,DET,1,4,9,25,2022-09-25
153,DET,H,KCR,W-wo,4,3,10,24.5,N,NA,2022,DET,KCR,4,3,9,27,2022-09-27
154,DET,H,KCR,W,2,1,NA,24.5,N,NA,2022,DET,KCR,2,1,9,28,2022-09-28
155,DET,H,KCR,W,10,3,NA,24.5,D,NA,2022,DET,KCR,10,3,9,29,2022-09-29
156,DET,H,MIN,L,0,7,NA,25.5,N,NA,2022,DET,MIN,0,7,9,30,2022-09-30
157,DET,H,MIN,W,3,2,NA,24.5,N,NA,2022,DET,MIN,3,2,10,1,2022-10-01
158,DET,H,MIN,W,5,2,NA,24.5,D,NA,2022,DET,MIN,5,2,10,2,2022-10-02
159,DET,A,SEA,W,4,3,NA,23.5,N,NA,2022,SEA,DET,3,4,10,3,2022-10-03
160,DET,A,SEA,L-wo,6,7,10,25.0,D,NA,2022,SEA,DET,7,6,10,4,2022-10-04
161,DET,A,SEA,L,6,9,NA,25.0,D,NA,2022,SEA,DET,9,6,10,4,2022-10-04
162,DET,A,SEA,L-wo,4,5,NA,26.0,D,NA,2022,SEA,DET,5,4,10,5,2022-10-05
1,HOU,A,LAA,W,3,1,NA,up 0.5,N,NA,2022,LAA,HOU,1,3,4,7,2022-04-07
2,HOU,A,LAA,W,13,6,NA,up 0.5,N,NA,2022,LAA,HOU,6,13,4,8,2022-04-08
3,HOU,A,LAA,L,0,2,NA,0.5,N,NA,2022,LAA,HOU,2,0,4,9,2022-04-09
4,HOU,A,LAA,W,4,1,NA,up 0.5,D,NA,2022,LAA,HOU,1,4,4,10,2022-04-10
5,HOU,A,ARI,W,2,1,NA,up 1.5,N,NA,2022,ARI,HOU,1,2,4,12,2022-04-12
6,HOU,A,ARI,L-wo,2,3,10,up 1.0,D,NA,2022,ARI,HOU,3,2,4,13,2022-04-13
7,HOU,A,SEA,L,1,11,NA,up 0.5,N,NA,2022,SEA,HOU,11,1,4,15,2022-04-15
8,HOU,A,SEA,W,4,0,NA,up 0.5,N,NA,2022,SEA,HOU,0,4,4,16,2022-04-16
9,HOU,A,SEA,L,2,7,NA,0.5,D,NA,2022,SEA,HOU,7,2,4,17,2022-04-17
10,HOU,H,LAA,W,8,3,NA,up 0.5,N,NA,2022,HOU,LAA,8,3,4,18,2022-04-18
11,HOU,H,LAA,L,2,7,NA,0.5,N,NA,2022,HOU,LAA,2,7,4,19,2022-04-19
12,HOU,H,LAA,L,0,6,NA,1.5,N,NA,2022,HOU,LAA,0,6,4,20,2022-04-20
13,HOU,H,TOR,L,3,4,NA,1.5,N,NA,2022,HOU,TOR,3,4,4,22,2022-04-22
14,HOU,H,TOR,L,2,3,NA,2.5,D,NA,2022,HOU,TOR,2,3,4,23,2022-04-23
15,HOU,H,TOR,W-wo,8,7,10,2.5,D,NA,2022,HOU,TOR,8,7,4,24,2022-04-24
16,HOU,A,TEX,L,2,6,NA,3.0,N,NA,2022,TEX,HOU,6,2,4,25,2022-04-25
17,HOU,A,TEX,W,5,1,NA,3.0,N,NA,2022,TEX,HOU,1,5,4,26,2022-04-26
18,HOU,A,TEX,W,4,3,NA,2.5,N,NA,2022,TEX,HOU,3,4,4,27,2022-04-27
19,HOU,A,TEX,W,3,2,NA,2.5,D,NA,2022,TEX,HOU,2,3,4,28,2022-04-28
20,HOU,A,TOR,W,11,7,NA,2.5,N,NA,2022,TOR,HOU,7,11,4,29,2022-04-29
21,HOU,A,TOR,L,1,2,NA,2.5,D,NA,2022,TOR,HOU,2,1,4,30,2022-04-30
22,HOU,A,TOR,L,2,3,NA,3.5,D,NA,2022,TOR,HOU,3,2,5,1,2022-05-01
23,HOU,H,SEA,W,3,0,NA,2.5,N,NA,2022,HOU,SEA,3,0,5,2,2022-05-02
24,HOU,H,SEA,W,4,0,NA,1.5,N,NA,2022,HOU,SEA,4,0,5,3,2022-05-03
25,HOU,H,SEA,W,7,2,NA,1.5,D,NA,2022,HOU,SEA,7,2,5,4,2022-05-04
26,HOU,H,DET,W-wo,3,2,NA,1.5,N,NA,2022,HOU,DET,3,2,5,5,2022-05-05
27,HOU,H,DET,W,3,2,NA,1.5,N,NA,2022,HOU,DET,3,2,5,6,2022-05-06
28,HOU,H,DET,W,3,2,NA,0.5,D,NA,2022,HOU,DET,3,2,5,7,2022-05-07
29,HOU,H,DET,W,5,0,NA,0.5,D,NA,2022,HOU,DET,5,0,5,8,2022-05-08
30,HOU,A,MIN,W,5,0,NA,1.0,N,NA,2022,MIN,HOU,0,5,5,10,2022-05-10
31,HOU,A,MIN,W,11,3,NA,Tied,N,NA,2022,MIN,HOU,3,11,5,11,2022-05-11
32,HOU,A,MIN,W,5,0,NA,up 0.5,D,NA,2022,MIN,HOU,0,5,5,12,2022-05-12
33,HOU,A,WSN,W,6,1,NA,up 0.5,N,NA,2022,WSN,HOU,1,6,5,13,2022-05-13
34,HOU,A,WSN,L,6,13,NA,Tied,N,NA,2022,WSN,HOU,13,6,5,14,2022-05-14
35,HOU,A,WSN,W,8,0,NA,Tied,D,NA,2022,WSN,HOU,0,8,5,15,2022-05-15
36,HOU,A,BOS,L,3,6,NA,Tied,N,NA,2022,BOS,HOU,6,3,5,16,2022-05-16
37,HOU,A,BOS,W,13,4,NA,up 1.0,N,NA,2022,BOS,HOU,4,13,5,17,2022-05-17
38,HOU,A,BOS,L,1,5,NA,up 1.0,N,NA,2022,BOS,HOU,5,1,5,18,2022-05-18
39,HOU,H,TEX,W,5,1,NA,up 1.5,N,NA,2022,HOU,TEX,5,1,5,19,2022-05-19
40,HOU,H,TEX,L,0,3,NA,up 1.5,N,NA,2022,HOU,TEX,0,3,5,20,2022-05-20
41,HOU,H,TEX,W,2,1,NA,up 1.5,N,NA,2022,HOU,TEX,2,1,5,21,2022-05-21
42,HOU,H,TEX,W,5,2,NA,up 1.5,D,NA,2022,HOU,TEX,5,2,5,22,2022-05-22
43,HOU,H,CLE,L,1,6,NA,up 1.0,N,NA,2022,HOU,CLE,1,6,5,23,2022-05-23
44,HOU,H,CLE,W,7,3,NA,up 1.0,N,NA,2022,HOU,CLE,7,3,5,24,2022-05-24
45,HOU,H,CLE,W,2,1,NA,up 2.0,N,NA,2022,HOU,CLE,2,1,5,25,2022-05-25
46,HOU,A,SEA,L,1,6,NA,up 2.5,N,NA,2022,SEA,HOU,6,1,5,27,2022-05-27
